detector,accuracy,precision,recall,f1,fpr,fnr,tn,fp,fn,tp
random_forest,0.9981566698402623,0.9958239135895504,0.9932509669438311,0.9945357761628135,0.0008464355833882243,0.006749033056168867,313993,266,431,63430
