detector,accuracy,precision,recall,f1,fpr,fnr,tn,fp,fn,tp
random_forest,0.9981566698402623,0.9958239135895504,0.9932509669438311,0.9945357761628135,0.0008464355833882243,0.006749033056168867,313993,266,431,63430
traditional_rule_ids,0.8698852216227653,0.609686396552756,0.6380889744914736,0.623564427645623,0.08301114685657372,0.36191102550852633,288172,26087,23112,40749
