detector,accuracy,precision,recall,f1,fpr,fnr,tn,fp,fn,tp
traditional_rule_ids,0.8698852216227653,0.609686396552756,0.6380889744914736,0.623564427645623,0.08301114685657372,0.36191102550852633,288172,26087,23112,40749
